logg,log(teff),mWD,TpreWD(gyr),R(Rsun),core,log(L),Mzams,Gaia_G,Gaia_BP,Gaia_RP,teff
8.1,3.76,0.627,3.84122,0.01168,CO,-3.87,3.037,14.3617,14.6913,13.8532,5754.399373371566
8.1,3.74,0.627,4.16507,0.011679,CO,-3.951,3.036,14.5577,14.9261,14.0121,5495.408738576249
8.1,3.72,0.627,4.46607,0.011678,CO,-4.031,3.034,14.757,15.1653,14.175,5248.074602497728
8.1,3.7,0.627,4.75956,0.011677,CO,-4.111,3.033,14.9644,15.4149,14.3462,5011.872336272725
8.1,3.68,0.627,5.04623,0.011676,CO,-4.191,3.032,15.1709,15.664,14.5177,4786.300923226385
8.1,3.66,0.627,5.32104,0.011675,CO,-4.271,3.031,15.3851,15.923,14.6971,4570.881896148751
8.1,3.64,0.627,5.58829,0.011675,CO,-4.351,3.03,15.6026,16.1867,14.8808,4365.158322401661
8.1,3.62,0.626,5.8561,0.011674,CO,-4.431,3.029,15.8249,16.4569,15.0699,4168.693834703355
8.1,3.6,0.626,6.1263,0.011674,CO,-4.511,3.029,16.0488,16.7296,15.2619,3981.0717055349733
8.1,3.58,0.626,6.38237,0.011673,CO,-4.591,3.028,16.2751,17.0058,15.4577,3801.8939632056126
8.1,3.56,0.626,6.62494,0.011673,CO,-4.671,3.028,16.5046,17.2866,15.6575,3630.780547701014
8.1,3.54,0.626,6.85759,0.011673,CO,-4.751,3.028,16.7329,17.5666,15.8579,3467.368504525317
8.1,3.52,0.626,7.08336,0.011673,CO,-4.831,3.027,16.967,17.8538,16.0648,3311.311214825911
8.1,3.5,0.626,7.30523,0.011672,CO,-4.911,3.027,17.2036,18.1453,16.2751,3162.2776601683795
8.1,3.48,0.626,7.52572,0.011672,CO,-4.991,3.027,17.4396,18.437,16.4868,3019.9517204020162
8.1,3.46,0.626,7.74758,0.011672,CO,-5.071,3.027,17.6756,18.7288,16.6985,2884.031503126606
8.1,3.44,0.626,7.97248,0.011672,CO,-5.151,3.027,17.9207,19.0328,16.9202,2754.2287033381663
8.1,3.42,0.626,8.20155,0.011672,CO,-5.231,3.027,18.1644,19.3361,17.1418,2630.2679918953813
8.1,3.4,0.626,8.43475,0.011672,CO,-5.311,3.027,18.4103,19.643,17.3665,2511.88643150958
8.2,4.9,0.788,0.0005,0.011707,CO,0.688,4.381,8.8352,8.5611,9.1766,79432.82347242821
8.2,4.88,0.783,0.00057,0.01167,CO,0.606,4.322,8.8897,8.6174,9.2275,75857.75750291836
8.2,4.86,0.779,0.00065,0.011634,CO,0.523,4.265,8.9445,8.6737,9.2794,72443.59600749906
8.2,4.84,0.775,0.00075,0.011602,CO,0.441,4.213,8.9994,8.73,9.3318,69183.09709189362
8.2,4.82,0.771,0.00085,0.011571,CO,0.359,4.162,9.0545,8.7866,9.3843,66069.34480075965
8.2,4.8,0.768,0.00096,0.011541,CO,0.277,4.114,9.1099,8.8432,9.4379,63095.7344480193
8.2,4.78,0.764,0.00109,0.011513,CO,0.196,4.068,9.179,8.9155,9.5032,60255.95860743581
8.2,4.76,0.761,0.00124,0.011486,CO,0.114,4.025,9.2213,8.9582,9.5449,57543.993733715666
8.2,4.74,0.758,0.00141,0.01146,CO,0.032,3.983,9.2652,9.0029,9.5873,54954.08738576248
8.2,4.72,0.755,0.00159,0.011435,CO,-0.049,3.942,9.3203,9.0591,9.6404,52480.74602497723
8.2,4.7,0.752,0.00181,0.011412,CO,-0.131,3.903,9.4123,9.1532,9.7288,50118.72336272725
8.2,4.68,0.75,0.00205,0.011389,CO,-0.212,3.865,9.6513,9.4009,9.9546,47863.0092322638
8.2,4.66,0.747,0.00233,0.011367,CO,-0.294,3.829,9.8217,9.5831,10.1055,45708.818961487515
8.2,4.64,0.744,0.00265,0.011346,CO,-0.375,3.795,9.939,9.7083,10.2099,43651.58322401656
8.2,4.62,0.742,0.00303,0.011325,CO,-0.457,3.761,10.0402,9.8164,10.3,41686.93834703355
8.2,4.6,0.74,0.00348,0.011308,CO,-0.538,3.745,10.1322,9.9148,10.3817,39810.71705534969
8.2,4.58,0.737,0.00401,0.011292,CO,-0.619,3.738,10.2182,10.0071,10.4578,38018.93963205613
8.2,4.56,0.735,0.00466,0.011277,CO,-0.701,3.731,10.3003,10.0953,10.5301,36307.8054770101
8.2,4.54,0.733,0.00547,0.011261,CO,-0.782,3.725,10.3794,10.1807,10.5993,34673.685045253165
8.2,4.52,0.731,0.0065,0.011246,CO,-0.863,3.718,10.4562,10.2638,10.6659,33113.112148259075
8.2,4.5,0.729,0.00786,0.011231,CO,-0.944,3.712,10.5301,10.344,10.7287,31622.776601683792
8.2,4.48,0.727,0.00971,0.011217,CO,-1.026,3.706,10.5987,10.4189,10.7861,30199.51720402019
8.2,4.46,0.726,0.01232,0.011202,CO,-1.107,3.699,10.6605,10.4865,10.8373,28840.31503126606
8.2,4.44,0.724,0.01614,0.011188,CO,-1.188,3.693,10.7142,10.5451,10.8817,27542.28703338169
8.2,4.42,0.722,0.02167,0.011174,CO,-1.269,3.687,10.758,10.5928,10.9182,26302.679918953814
8.2,4.4,0.72,0.0294,0.01116,CO,-1.35,3.682,10.7917,10.6294,10.9465,25118.864315095823
8.2,4.38,0.718,0.0397,0.011146,CO,-1.431,3.676,10.8188,10.6586,10.9693,23988.329190194898
8.2,4.36,0.716,0.05266,0.011131,CO,-1.512,3.67,10.8467,10.6888,10.993,22908.676527677748
8.2,4.34,0.715,0.0683,0.011118,CO,-1.593,3.664,10.893,10.7387,11.0325,21877.616239495517
8.2,4.32,0.713,0.08651,0.011105,CO,-1.674,3.659,10.9564,10.8066,11.0876,20892.96130854041
8.2,4.3,0.711,0.10723,0.011092,CO,-1.755,3.654,11.0313,10.8863,11.1538,19952.62314968879
8.2,4.28,0.71,0.13049,0.011081,CO,-1.836,3.649,11.1143,10.9736,11.2284,19054.607179632483
8.2,4.26,0.709,0.15641,0.01107,CO,-1.917,3.645,11.2048,11.0682,11.3108,18197.008586099826
8.2,4.24,0.707,0.18511,0.01106,CO,-1.998,3.641,11.3011,11.1687,11.3987,17378.00828749376
8.2,4.22,0.706,0.21683,0.011051,CO,-2.079,3.637,11.4012,11.2737,11.4891,16595.869074375598
8.2,4.2,0.705,0.2519,0.011043,CO,-2.159,3.634,11.5022,11.3804,11.5793,15848.93192461114
8.2,4.18,0.704,0.29068,0.011035,CO,-2.24,3.63,11.603,11.488,11.6678,15135.612484362071
8.2,4.16,0.703,0.33369,0.011028,CO,-2.32,3.627,11.703,11.5959,11.7539,14454.39770745928
8.2,4.14,0.702,0.38156,0.011021,CO,-2.401,3.624,11.8033,11.7053,11.8388,13803.842646028837
8.2,4.12,0.702,0.43502,0.011014,CO,-2.482,3.622,11.904,11.8162,11.9231,13182.567385564074
8.2,4.1,0.701,0.49502,0.011008,CO,-2.562,3.619,12.007,11.9305,12.0081,12589.254117941662
8.2,4.08,0.7,0.56258,0.011002,CO,-2.643,3.617,12.1122,12.0484,12.0935,12022.644346174131
8.2,4.06,0.699,0.63949,0.010995,CO,-2.723,3.614,12.2219,12.1716,12.1825,11481.536214968817
8.2,4.04,0.698,0.72931,0.010989,CO,-2.803,3.611,12.3369,12.301,12.2759,10964.78196143185
8.2,4.02,0.698,0.83863,0.010982,CO,-2.884,3.609,12.4566,12.4366,12.3721,10471.285480508985
8.2,4.0,0.697,0.97576,0.010975,CO,-2.965,3.606,12.57,12.5686,12.4588,10000.0
8.2,3.98,0.696,1.14958,0.010968,CO,-3.045,3.603,12.6986,12.7157,12.561,9549.92586021436
8.2,3.96,0.695,1.35447,0.010962,CO,-3.126,3.6,12.8324,12.8697,12.6664,9120.108393559096
8.2,3.94,0.694,1.58285,0.010956,CO,-3.206,3.598,12.9729,13.0318,12.7773,8709.635899560806
8.2,3.92,0.694,1.84822,0.010951,CO,-3.286,3.596,13.1174,13.1991,12.8913,8317.63771102671
8.2,3.9,0.693,2.13378,0.010947,CO,-3.367,3.595,13.267,13.373,13.0093,7943.282347242814
8.2,3.88,0.693,2.46406,0.010944,CO,-3.447,3.593,13.4269,13.5595,13.1358,7585.775750291836
8.2,3.86,0.692,2.79958,0.010941,CO,-3.527,3.592,13.5913,13.7509,13.2673,7244.359600749898
8.2,3.84,0.692,3.13078,0.010939,CO,-3.607,3.591,13.7894,13.9873,13.4201,6918.309709189362
8.2,3.82,0.692,3.45942,0.010938,CO,-3.687,3.591,13.9766,14.2065,13.5715,6606.934480075957
8.2,3.8,0.692,3.77918,0.010936,CO,-3.768,3.59,14.1329,14.3917,13.6964,6309.57344480193
8.2,3.78,0.692,4.10914,0.010935,CO,-3.848,3.589,14.3185,14.6121,13.8457,6025.595860743575
8.2,3.76,0.692,4.40446,0.010934,CO,-3.928,3.589,14.5051,14.8345,13.9966,5754.399373371566
8.2,3.74,0.691,4.69312,0.010933,CO,-4.008,3.589,14.7044,15.0732,14.1583,5495.408738576249
8.2,3.72,0.691,4.96854,0.010932,CO,-4.088,3.588,14.9036,15.3124,14.3212,5248.074602497728
8.2,3.7,0.691,5.23676,0.010932,CO,-4.168,3.588,15.1124,15.5635,14.4934,5011.872336272725
8.2,3.68,0.691,5.49694,0.010931,CO,-4.248,3.588,15.3219,15.8164,14.6674,4786.300923226385
8.2,3.66,0.691,5.74906,0.010931,CO,-4.328,3.588,15.5365,16.076,14.8471,4570.881896148751
8.2,3.64,0.691,6.00183,0.01093,CO,-4.408,3.588,15.7561,16.3425,15.0324,4365.158322401661
8.2,3.62,0.691,6.24976,0.01093,CO,-4.488,3.587,15.9807,16.6157,15.2234,4168.693834703355
8.2,3.6,0.691,6.49651,0.010929,CO,-4.568,3.587,16.2062,16.8907,15.4167,3981.0717055349733
8.2,3.58,0.691,6.72578,0.010929,CO,-4.648,3.587,16.4365,17.1721,15.6156,3801.8939632056126
8.2,3.56,0.691,6.93873,0.010929,CO,-4.728,3.587,16.6669,17.4545,15.8163,3630.780547701014
8.2,3.54,0.691,7.13932,0.010929,CO,-4.808,3.587,16.8992,17.7398,16.02,3467.368504525317
8.2,3.52,0.691,7.33097,0.010929,CO,-4.888,3.587,17.1367,18.032,16.2297,3311.311214825911
8.2,3.5,0.691,7.5163,0.010929,CO,-4.968,3.587,17.3775,18.3295,16.4436,3162.2776601683795
8.2,3.48,0.691,7.69764,0.010928,CO,-5.048,3.587,17.6163,18.6253,16.6571,3019.9517204020162
8.2,3.46,0.691,7.87696,0.010928,CO,-5.128,3.587,17.857,18.9238,16.8736,2884.031503126606
8.2,3.44,0.691,8.05594,0.010928,CO,-5.208,3.587,18.104,19.2313,17.0969,2754.2287033381663
8.2,3.42,0.691,8.23713,0.010928,CO,-5.288,3.587,18.3605,19.5527,17.3297,2630.2679918953813
8.2,3.4,0.691,8.42395,0.010928,CO,-5.368,3.587,18.6081,19.8619,17.5564,2511.88643150958
8.3,4.9,0.839,0.0005,0.010764,CO,0.616,5.081,9.0175,8.7434,9.359,79432.82347242821
8.3,4.88,0.836,0.00057,0.010742,CO,0.534,5.035,9.0695,8.7972,9.4073,75857.75750291836
8.3,4.86,0.832,0.00064,0.010721,CO,0.452,4.99,9.1221,8.8513,9.457,72443.59600749906
8.3,4.84,0.829,0.00072,0.0107,CO,0.37,4.948,9.1751,8.9057,9.5075,69183.09709189362
8.3,4.82,0.826,0.00082,0.01068,CO,0.289,4.907,9.2285,8.9606,9.5583,66069.34480075965
8.3,4.8,0.823,0.00092,0.01066,CO,0.207,4.868,9.3008,9.0379,9.6224,63095.7344480193
8.3,4.78,0.82,0.00104,0.010642,CO,0.126,4.83,9.3483,9.0844,9.6732,60255.95860743581
8.3,4.76,0.818,0.00118,0.010624,CO,0.044,4.794,9.3878,9.1244,9.7117,57543.993733715666
8.3,4.74,0.815,0.00133,0.010606,CO,-0.037,4.759,9.4317,9.1692,9.7538,54954.08738576248
8.3,4.72,0.813,0.00151,0.010589,CO,-0.118,4.725,9.4886,9.2273,9.8084,52480.74602497723
8.3,4.7,0.81,0.00171,0.010572,CO,-0.2,4.693,9.5906,9.3318,9.906,50118.72336272725
8.3,4.68,0.808,0.00195,0.010556,CO,-0.281,4.661,9.8384,9.5898,10.1377,47863.0092322638
8.3,4.66,0.806,0.00222,0.010541,CO,-0.362,4.631,9.9957,9.7582,10.2767,45708.818961487515
8.3,4.64,0.804,0.00255,0.010526,CO,-0.443,4.601,10.1092,9.8794,10.3776,43651.58322401656
8.3,4.62,0.802,0.00294,0.010511,CO,-0.524,4.573,10.2082,9.9852,10.4656,41686.93834703355
8.3,4.6,0.8,0.00343,0.010497,CO,-0.606,4.545,10.299,10.0824,10.5461,39810.71705534969
8.3,4.58,0.798,0.00405,0.010483,CO,-0.687,4.519,10.384,10.1736,10.6213,38018.93963205613
8.3,4.56,0.796,0.00486,0.01047,CO,-0.768,4.492,10.4654,10.2611,10.6927,36307.8054770101
8.3,4.54,0.794,0.00597,0.010457,CO,-0.849,4.466,10.5438,10.3458,10.7612,34673.685045253165
8.3,4.52,0.792,0.00761,0.010444,CO,-0.93,4.441,10.62,10.4283,10.8268,33113.112148259075
8.3,4.5,0.79,0.01009,0.010431,CO,-1.011,4.416,10.6921,10.5067,10.8878,31622.776601683792
8.3,4.48,0.788,0.01376,0.010419,CO,-1.092,4.392,10.758,10.5787,10.9427,30199.51720402019
8.3,4.46,0.787,0.0189,0.010407,CO,-1.173,4.368,10.8164,10.6426,10.9909,28840.31503126606
8.3,4.44,0.785,0.02572,0.010395,CO,-1.253,4.345,10.8665,10.6973,11.0324,27542.28703338169
8.3,4.42,0.783,0.03452,0.010383,CO,-1.334,4.323,10.907,10.7413,11.0661,26302.679918953814
8.3,4.4,0.782,0.04564,0.010372,CO,-1.415,4.302,10.9383,10.7753,11.0924,25118.864315095823
8.3,4.38,0.78,0.05932,0.010361,CO,-1.496,4.279,10.9644,10.8036,11.1143,23988.329190194898
8.3,4.36,0.778,0.07564,0.010349,CO,-1.577,4.258,10.9952,10.8369,11.1404,22908.676527677748
8.3,4.34,0.777,0.09461,0.010339,CO,-1.658,4.237,11.0459,10.8915,11.1839,21877.616239495517
8.3,4.32,0.776,0.11611,0.010329,CO,-1.738,4.218,11.1115,10.9618,11.241,20892.96130854041
8.3,4.3,0.774,0.14013,0.01032,CO,-1.819,4.201,11.1879,11.0428,11.3088,19952.62314968879
8.3,4.28,0.773,0.16676,0.010311,CO,-1.9,4.184,11.2721,11.1314,11.3848,19054.607179632483
8.3,4.26,0.772,0.19627,0.010304,CO,-1.98,4.169,11.3633,11.2266,11.4682,18197.008586099826
8.3,4.24,0.771,0.229,0.010296,CO,-2.061,4.155,11.46,11.3274,11.5567,17378.00828749376
8.3,4.22,0.77,0.26532,0.01029,CO,-2.142,4.142,11.5493,11.4199,11.6393,16595.869074375598
8.3,4.2,0.769,0.30569,0.010283,CO,-2.222,4.13,11.6384,11.5132,11.7208,15848.93192461114
8.3,4.18,0.768,0.35066,0.010278,CO,-2.302,4.119,11.7411,11.6231,11.8104,15135.612484362071
8.3,4.16,0.767,0.40093,0.010272,CO,-2.383,4.109,11.8583,11.7511,11.9089,14454.39770745928
8.3,4.14,0.767,0.45727,0.010267,CO,-2.463,4.099,11.9582,11.8601,11.9937,13803.842646028837
8.3,4.12,0.766,0.5206,0.010262,CO,-2.544,4.089,12.0585,11.9705,12.0775,13182.567385564074
8.3,4.1,0.765,0.59208,0.010257,CO,-2.624,4.08,12.1609,12.0842,12.162,12589.254117941662
8.3,4.08,0.765,0.67318,0.010253,CO,-2.704,4.07,12.2657,12.2018,12.2471,12022.644346174131
8.3,4.06,0.764,0.76696,0.010248,CO,-2.785,4.061,12.3752,12.3249,12.336,11481.536214968817
8.3,4.04,0.763,0.87896,0.010243,CO,-2.865,4.051,12.4904,12.4546,12.4294,10964.78196143185
8.3,4.02,0.762,1.01784,0.010237,CO,-2.946,4.041,12.6101,12.59,12.5257,10471.285480508985
8.3,4.0,0.762,1.19658,0.010232,CO,-3.026,4.03,12.7225,12.7212,12.6112,10000.0
8.3,3.98,0.761,1.44119,0.010227,CO,-3.106,4.019,12.8506,12.8678,12.7128,9549.92586021436
8.3,3.96,0.76,1.71976,0.010222,CO,-3.187,4.01,12.985,13.0224,12.8187,9120.108393559096
8.3,3.94,0.76,2.01532,0.010218,CO,-3.267,4.002,13.1235,13.1823,12.9279,8709.635899560806
8.3,3.92,0.759,2.37445,0.010215,CO,-3.347,3.996,13.2676,13.3493,13.0415,8317.63771102671
8.3,3.9,0.759,2.76675,0.010212,CO,-3.428,3.991,13.4203,13.5267,13.1622,7943.282347242814
8.3,3.88,0.759,3.14199,0.01021,CO,-3.508,3.987,13.5788,13.7115,13.2876,7585.775750291836
8.3,3.86,0.758,3.50678,0.010208,CO,-3.588,3.984,13.7416,13.9016,13.4171,7244.359600749898
8.3,3.84,0.758,3.89312,0.010207,CO,-3.668,3.981,13.9404,14.1385,13.5709,6918.309709189362
8.3,3.82,0.758,4.22501,0.010205,CO,-3.748,3.978,14.1048,14.3314,13.7033,6606.934480075957
8.3,3.8,0.758,4.52408,0.010204,CO,-3.828,3.977,14.2865,14.5457,13.8495,6309.57344480193
8.3,3.78,0.758,4.81559,0.010204,CO,-3.908,3.975,14.4704,14.764,13.9974,6025.595860743575
8.3,3.76,0.758,5.07602,0.010203,CO,-3.988,3.974,14.6581,14.9879,14.1491,5754.399373371566
8.3,3.74,0.757,5.33028,0.010202,CO,-4.068,3.972,14.8552,15.2238,14.3091,5495.408738576249
8.3,3.72,0.757,5.57316,0.010202,CO,-4.148,3.971,15.0599,15.4697,14.4765,5248.074602497728
8.3,3.7,0.757,5.81277,0.010201,CO,-4.228,3.971,15.2656,15.717,14.6462,5011.872336272725
8.3,3.68,0.757,6.04486,0.010201,CO,-4.308,3.97,15.4782,15.9739,14.8226,4786.300923226385
8.3,3.66,0.757,6.27482,0.010201,CO,-4.388,3.969,15.6943,16.2354,15.0035,4570.881896148751
8.3,3.64,0.757,6.50155,0.0102,CO,-4.468,3.969,15.9167,16.5055,15.1911,4365.158322401661
8.3,3.62,0.757,6.72335,0.0102,CO,-4.548,3.968,16.1429,16.7808,15.3834,4168.693834703355
8.3,3.6,0.757,6.93989,0.0102,CO,-4.628,3.968,16.3705,17.0586,15.5784,3981.0717055349733
8.3,3.58,0.757,7.13689,0.0102,CO,-4.708,3.967,16.6034,17.3437,15.7795,3801.8939632056126
8.3,3.56,0.757,7.31706,0.0102,CO,-4.788,3.967,16.8368,17.6301,15.9826,3630.780547701014
8.3,3.54,0.757,7.4821,0.010199,CO,-4.868,3.967,17.0712,17.9184,16.1882,3467.368504525317
8.3,3.52,0.757,7.6356,0.010199,CO,-4.948,3.967,17.3134,18.2171,16.4018,3311.311214825911
8.3,3.5,0.757,7.78084,0.010199,CO,-5.028,3.966,17.5555,18.5169,16.6169,3162.2776601683795
8.3,3.48,0.757,7.92066,0.010199,CO,-5.108,3.966,17.7979,18.8177,16.8336,3019.9517204020162
8.3,3.46,0.757,8.05668,0.010199,CO,-5.188,3.966,18.0437,19.1236,17.0545,2884.031503126606
8.3,3.44,0.757,8.19031,0.010199,CO,-5.269,3.966,18.2963,19.4389,17.2828,2754.2287033381663
8.3,3.42,0.757,8.32348,0.010199,CO,-5.349,3.966,18.546,19.7519,17.5097,2630.2679918953813
8.3,3.4,0.757,8.45827,0.010199,CO,-5.429,3.966,18.797,20.0667,17.7393,2511.88643150958
8.4,4.9,0.892,0.00049,0.009874,CO,0.543,0.0,9.2051,8.931,9.5466,79432.82347242821
8.4,4.88,0.889,0.00055,0.009857,CO,0.462,0.0,9.2562,8.9839,9.5941,75857.75750291836
8.4,4.86,0.886,0.00062,0.009841,CO,0.38,0.0,9.308,9.0372,9.6429,72443.59600749906
8.4,4.84,0.884,0.0007,0.009825,CO,0.299,0.0,9.3602,9.0909,9.6927,69183.09709189362
8.4,4.82,0.881,0.00078,0.00981,CO,0.218,0.0,9.4129,9.1449,9.7427,66069.34480075965
8.4,4.8,0.879,0.00088,0.009796,CO,0.137,0.0,9.4851,9.2215,9.8085,63095.7344480193
8.4,4.78,0.877,0.00099,0.009782,CO,0.056,0.0,9.5278,9.2637,9.8531,60255.95860743581
8.4,4.76,0.875,0.00111,0.009769,CO,-0.025,0.0,9.5671,9.3036,9.8911,57543.993733715666
8.4,4.74,0.872,0.00126,0.009756,CO,-0.106,0.0,9.6117,9.3492,9.9337,54954.08738576248
8.4,4.72,0.87,0.00142,0.009743,CO,-0.187,0.0,9.6715,9.4102,9.9909,52480.74602497723
8.4,4.7,0.868,0.00161,0.009733,CO,-0.268,5.483,9.7862,9.528,10.1001,50118.72336272725
8.4,4.68,0.867,0.00184,0.009724,CO,-0.349,5.457,10.0359,9.789,10.3313,47863.0092322638
8.4,4.66,0.865,0.00211,0.009715,CO,-0.43,5.432,10.1826,9.946,10.4608,45708.818961487515
8.4,4.64,0.863,0.00245,0.009706,CO,-0.511,5.408,10.2927,10.0636,10.5584,43651.58322401656
8.4,4.62,0.861,0.00286,0.009697,CO,-0.592,5.385,10.3893,10.167,10.6442,41686.93834703355
8.4,4.6,0.86,0.00339,0.009689,CO,-0.673,5.362,10.478,10.2621,10.7227,39810.71705534969
8.4,4.58,0.858,0.0041,0.00968,CO,-0.754,5.34,10.5613,10.3516,10.7961,38018.93963205613
8.4,4.56,0.856,0.0051,0.009671,CO,-0.835,5.317,10.6414,10.4379,10.8663,36307.8054770101
8.4,4.54,0.855,0.00658,0.009663,CO,-0.916,5.295,10.7188,10.5215,10.9336,34673.685045253165
8.4,4.52,0.853,0.00895,0.009654,CO,-0.997,5.273,10.7935,10.6025,10.9976,33113.112148259075
8.4,4.5,0.851,0.01285,0.009645,CO,-1.077,5.251,10.8629,10.6782,11.056,31622.776601683792
8.4,4.48,0.85,0.01888,0.009636,CO,-1.158,5.229,10.9254,10.7464,11.1076,30199.51720402019
8.4,4.46,0.848,0.02736,0.009628,CO,-1.239,5.208,10.98,10.8063,11.1526,28840.31503126606
8.4,4.44,0.847,0.0382,0.00962,CO,-1.32,5.188,11.0263,10.8568,11.1908,27542.28703338169
8.4,4.42,0.845,0.05123,0.009612,CO,-1.401,5.169,11.0633,10.8972,11.2216,26302.679918953814
8.4,4.4,0.844,0.06637,0.009605,CO,-1.481,5.152,11.0923,10.9287,11.2459,25118.864315095823
8.4,4.38,0.843,0.08367,0.009598,CO,-1.562,5.133,11.1175,10.956,11.267,23988.329190194898
8.4,4.36,0.841,0.10323,0.00959,CO,-1.643,5.116,11.1523,10.9937,11.2965,22908.676527677748
8.4,4.34,0.84,0.12519,0.009584,CO,-1.723,5.1,11.2066,11.0522,11.343,21877.616239495517
8.4,4.32,0.839,0.14955,0.009577,CO,-1.804,5.085,11.2742,11.1245,11.402,20892.96130854041
8.4,4.3,0.838,0.17667,0.009571,CO,-1.885,5.07,11.3517,11.2067,11.4711,19952.62314968879
8.4,4.28,0.837,0.20684,0.009565,CO,-1.965,5.057,11.4369,11.296,11.5484,19054.607179632483
8.4,4.26,0.836,0.24043,0.00956,CO,-2.046,5.044,11.5288,11.3919,11.6327,18197.008586099826
8.4,4.24,0.835,0.27791,0.009555,CO,-2.126,5.033,11.6256,11.4928,11.7217,17378.00828749376
8.4,4.22,0.835,0.31985,0.009551,CO,-2.207,5.022,11.7238,11.5959,11.8108,16595.869074375598
8.4,4.2,0.834,0.36679,0.009546,CO,-2.287,5.012,11.8223,11.7002,11.8986,15848.93192461114
8.4,4.18,0.833,0.4195,0.009542,CO,-2.367,5.003,11.9212,11.806,11.9853,15135.612484362071
8.4,4.16,0.832,0.47882,0.009538,CO,-2.448,4.994,12.0206,11.9132,12.071,14454.39770745928
8.4,4.14,0.832,0.54573,0.009535,CO,-2.528,4.985,12.12,12.0216,12.1554,13803.842646028837
8.4,4.12,0.831,0.62137,0.009531,CO,-2.608,4.977,12.2194,12.1313,12.2386,13182.567385564074
8.4,4.1,0.831,0.70731,0.009528,CO,-2.689,4.969,12.3214,12.2447,12.3227,12589.254117941662
8.4,4.08,0.83,0.80584,0.009524,CO,-2.769,4.961,12.426,12.362,12.4075,12022.644346174131
8.4,4.06,0.829,0.92239,0.009521,CO,-2.849,4.952,12.5354,12.485,12.4962,11481.536214968817
8.4,4.04,0.829,1.06555,0.009517,CO,-2.93,4.942,12.6505,12.6146,12.5896,10964.78196143185
8.4,4.02,0.828,1.24717,0.009512,CO,-3.01,4.931,12.7705,12.7503,12.6863,10471.285480508985
8.4,4.0,0.827,1.49307,0.009507,CO,-3.091,4.919,12.8817,12.8804,12.7702,10000.0
8.4,3.98,0.826,1.88767,0.009503,CO,-3.171,4.908,13.0096,13.0269,12.8717,9549.92586021436
8.4,3.96,0.826,2.32823,0.009499,CO,-3.251,4.9,13.1435,13.1809,12.9771,9120.108393559096
8.4,3.94,0.825,2.77746,0.009496,CO,-3.332,4.893,13.2826,13.3417,13.0869,8709.635899560806
8.4,3.92,0.825,3.25724,0.009494,CO,-3.412,4.889,13.4266,13.5085,13.2003,8317.63771102671
8.4,3.9,0.824,3.75521,0.009493,CO,-3.492,4.885,13.5775,13.6839,13.3194,7943.282347242814
8.4,3.88,0.824,4.248,0.009491,CO,-3.572,4.881,13.7397,13.8728,13.4481,7585.775750291836
8.4,3.86,0.824,4.72263,0.00949,CO,-3.652,4.878,13.8989,14.0589,13.5744,7244.359600749898
8.4,3.84,0.824,5.25321,0.009489,CO,-3.732,4.875,14.0995,14.2976,13.7299,6918.309709189362
8.4,3.82,0.824,5.56475,0.009488,CO,-3.812,4.873,14.2651,14.4919,13.8632,6606.934480075957
8.4,3.8,0.824,5.81861,0.009487,CO,-3.893,4.872,14.4453,14.7046,14.008,6309.57344480193
8.4,3.78,0.823,6.07237,0.009486,CO,-3.973,4.87,14.63,14.9237,14.1569,6025.595860743575
8.4,3.76,0.823,6.304,0.009486,CO,-4.053,4.869,14.8203,15.1508,14.3105,5754.399373371566
8.4,3.74,0.823,6.53163,0.009486,CO,-4.133,4.868,15.0169,15.3861,14.4702,5495.408738576249
8.4,3.72,0.823,6.75558,0.009485,CO,-4.213,4.867,15.2232,15.6338,14.6389,5248.074602497728
8.4,3.7,0.823,6.97296,0.009485,CO,-4.293,4.867,15.4287,15.881,14.8084,5011.872336272725
8.4,3.68,0.823,7.17996,0.009485,CO,-4.373,4.866,15.6428,16.1396,14.986,4786.300923226385
8.4,3.66,0.823,7.37963,0.009484,CO,-4.453,4.866,15.8599,16.4025,15.1677,4570.881896148751
8.4,3.64,0.823,7.57408,0.009484,CO,-4.533,4.865,16.085,16.6759,15.3574,4365.158322401661
8.4,3.62,0.823,7.76404,0.009484,CO,-4.613,4.865,16.3125,16.9532,15.5508,4168.693834703355
8.4,3.6,0.823,7.9474,0.009484,CO,-4.693,4.864,16.5431,17.2349,15.7484,3981.0717055349733
8.4,3.58,0.823,8.10921,0.009484,CO,-4.773,4.864,16.7783,17.5232,15.9514,3801.8939632056126
8.4,3.56,0.823,8.25705,0.009484,CO,-4.853,4.864,17.0134,17.812,16.1559,3630.780547701014
8.4,3.54,0.823,8.3822,0.009484,CO,-4.933,4.864,17.2529,18.1069,16.3658,3467.368504525317
8.4,3.52,0.823,8.49037,0.009483,CO,-5.013,4.864,17.4989,18.4111,16.5828,3311.311214825911
8.4,3.5,0.823,8.58909,0.009483,CO,-5.093,4.863,17.7416,18.7122,16.7983,3162.2776601683795
8.4,3.48,0.823,8.68455,0.009483,CO,-5.173,4.863,17.9908,19.0226,17.0216,3019.9517204020162
8.4,3.46,0.823,8.77844,0.009483,CO,-5.253,4.863,18.2401,19.333,17.245,2884.031503126606
8.4,3.44,0.823,8.87134,0.009483,CO,-5.333,4.863,18.4933,19.6501,17.4739,2754.2287033381663
8.4,3.42,0.823,8.96404,0.009483,CO,-5.413,4.863,18.7493,19.9718,17.7067,2630.2679918953813
